time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-06-17T17:45:56.751	WT901BLE68(F1918F1119D5)	-0.884	0.347	0.330	-2.441	21.484	-5.737	45.38	59.14	-150.46	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.810	WT901BLE68(F1918F1119D5)	-0.897	0.335	0.290	-2.319	23.315	-6.104	47.42	61.33	-152.45	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.930	WT901BLE68(F1918F1119D5)	-0.916	0.321	0.250	-1.770	19.897	-5.310	50.10	63.59	-153.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.021	WT901BLE68(F1918F1119D5)	-0.929	0.308	0.209	-1.709	23.621	-6.165	53.36	65.81	-153.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.141	WT901BLE68(F1918F1119D5)	-0.940	0.295	0.166	-1.343	19.836	-6.165	57.40	67.93	-153.42	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.230	WT901BLE68(F1918F1119D5)	-0.952	0.282	0.124	-0.977	20.630	-5.798	62.23	69.88	-151.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.351	WT901BLE68(F1918F1119D5)	-0.958	0.271	0.083	-0.793	22.339	-5.981	67.64	71.56	-149.74	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.410	WT901BLE68(F1918F1119D5)	-0.965	0.258	0.038	-0.427	17.639	-5.554	74.78	73.13	-145.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.531	WT901BLE68(F1918F1119D5)	-0.968	0.245	-0.011	-0.183	21.545	-5.188	84.21	74.43	-139.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.620	WT901BLE68(F1918F1119D5)	-0.969	0.231	-0.056	0.061	18.860	-5.798	93.65	75.22	-132.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.741	WT901BLE68(F1918F1119D5)	-0.967	0.219	-0.099	0.244	21.851	-5.493	103.89	75.51	-124.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.831	WT901BLE68(F1918F1119D5)	-0.958	0.204	-0.151	0.916	28.503	-7.935	114.30	75.36	-116.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:57.951	WT901BLE68(F1918F1119D5)	-0.955	0.190	-0.200	1.160	27.283	-6.958	124.92	74.61	-108.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.041	WT901BLE68(F1918F1119D5)	-0.945	0.178	-0.245	1.526	28.198	-6.958	133.91	73.44	-102.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.166	WT901BLE68(F1918F1119D5)	-0.934	0.165	-0.289	2.136	28.809	-7.690	141.75	71.88	-96.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.221	WT901BLE68(F1918F1119D5)	-0.921	0.153	-0.333	2.563	29.175	-7.751	147.96	70.13	-92.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.341	WT901BLE68(F1918F1119D5)	-0.907	0.140	-0.374	2.991	31.433	-7.751	153.09	68.21	-89.26	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.431	WT901BLE68(F1918F1119D5)	-0.892	0.128	-0.416	3.357	27.344	-7.446	157.53	65.95	-86.80	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.550	WT901BLE68(F1918F1119D5)	-0.868	0.114	-0.461	3.479	28.809	-6.836	161.26	63.58	-85.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.641	WT901BLE68(F1918F1119D5)	-0.846	0.103	-0.499	3.906	28.564	-6.836	164.16	61.37	-83.97	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.766	WT901BLE68(F1918F1119D5)	-0.825	0.090	-0.537	4.272	27.893	-6.653	166.79	58.86	-83.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.821	WT901BLE68(F1918F1119D5)	-0.798	0.077	-0.579	4.028	34.851	-5.737	168.99	56.32	-82.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:58.943	WT901BLE68(F1918F1119D5)	-0.769	0.066	-0.617	4.761	28.870	-5.981	170.97	53.70	-82.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.031	WT901BLE68(F1918F1119D5)	-0.740	0.052	-0.653	5.066	27.710	-5.737	172.62	51.16	-82.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.150	WT901BLE68(F1918F1119D5)	-0.709	0.040	-0.686	5.310	27.466	-5.493	174.12	48.58	-82.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.240	WT901BLE68(F1918F1119D5)	-0.678	0.027	-0.716	5.493	26.062	-5.127	175.39	46.07	-82.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.364	WT901BLE68(F1918F1119D5)	-0.635	0.012	-0.752	5.981	28.625	-4.883	176.65	43.13	-83.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.450	WT901BLE68(F1918F1119D5)	-0.600	0.001	-0.783	6.287	29.663	-4.700	177.69	40.59	-83.52	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.600	WT901BLE68(F1918F1119D5)	-0.560	-0.011	-0.809	6.348	29.907	-4.272	178.73	37.80	-83.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.630	WT901BLE68(F1918F1119D5)	-0.524	-0.022	-0.834	6.470	30.273	-3.906	179.61	35.36	-84.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.751	WT901BLE68(F1918F1119D5)	-0.483	-0.034	-0.858	7.263	37.048	-3.906	-179.51	32.45	-85.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.841	WT901BLE68(F1918F1119D5)	-0.440	-0.046	-0.880	7.690	36.743	-3.601	-178.70	29.69	-85.74	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:59.962	WT901BLE68(F1918F1119D5)	-0.398	-0.058	-0.897	7.507	33.569	-3.052	-177.91	26.95	-86.38	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.050	WT901BLE68(F1918F1119D5)	-0.358	-0.069	-0.914	7.263	32.593	-2.625	-177.20	24.38	-87.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.202	WT901BLE68(F1918F1119D5)	-0.313	-0.081	-0.930	7.629	30.334	-2.319	-176.47	21.71	-87.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.232	WT901BLE68(F1918F1119D5)	-0.266	-0.094	-0.944	7.568	29.175	-1.892	-175.80	18.91	-88.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.352	WT901BLE68(F1918F1119D5)	-0.220	-0.105	-0.953	8.118	35.950	-1.526	-175.09	16.12	-89.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.442	WT901BLE68(F1918F1119D5)	-0.178	-0.116	-0.962	8.423	30.640	-1.221	-174.45	13.54	-90.09	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.564	WT901BLE68(F1918F1119D5)	-0.132	-0.128	-0.967	7.996	29.297	-0.793	-173.76	10.86	-90.91	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.651	WT901BLE68(F1918F1119D5)	-0.086	-0.141	-0.973	8.057	33.752	-0.366	-173.08	8.23	-91.75	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.770	WT901BLE68(F1918F1119D5)	-0.040	-0.151	-0.971	7.996	30.701	0.000	-172.40	5.38	-92.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.865	WT901BLE68(F1918F1119D5)	0.012	-0.165	-0.968	6.836	29.114	0.427	-171.74	2.82	-93.56	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:00.980	WT901BLE68(F1918F1119D5)	0.055	-0.176	-0.967	7.568	26.428	0.793	-171.03	0.32	-94.48	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.042	WT901BLE68(F1918F1119D5)	0.097	-0.187	-0.960	6.592	28.259	1.038	-170.30	-2.24	-95.44	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.168	WT901BLE68(F1918F1119D5)	0.145	-0.199	-0.952	5.371	24.353	1.160	-169.55	-5.03	-96.50	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.251	WT901BLE68(F1918F1119D5)	0.187	-0.209	-0.941	6.409	24.902	1.709	-168.80	-7.64	-97.56	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.375	WT901BLE68(F1918F1119D5)	0.230	-0.221	-0.931	6.775	29.907	2.197	-167.99	-10.15	-98.67	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.466	WT901BLE68(F1918F1119D5)	0.270	-0.232	-0.914	6.409	24.841	2.380	-167.13	-12.74	-99.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.580	WT901BLE68(F1918F1119D5)	0.311	-0.244	-0.901	6.226	35.461	2.869	-166.26	-15.22	-101.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.641	WT901BLE68(F1918F1119D5)	0.353	-0.254	-0.883	6.592	33.752	3.296	-165.31	-17.90	-102.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.763	WT901BLE68(F1918F1119D5)	0.393	-0.266	-0.862	6.409	28.198	3.479	-164.31	-20.42	-103.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.851	WT901BLE68(F1918F1119D5)	0.431	-0.276	-0.841	5.859	29.968	3.540	-163.26	-22.86	-105.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:01.972	WT901BLE68(F1918F1119D5)	0.468	-0.288	-0.821	5.615	26.428	3.784	-162.16	-25.21	-106.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.067	WT901BLE68(F1918F1119D5)	0.507	-0.299	-0.791	5.310	26.733	3.967	-160.91	-27.92	-108.44	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.180	WT901BLE68(F1918F1119D5)	0.541	-0.310	-0.765	5.554	26.611	4.456	-159.61	-30.26	-110.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.272	WT901BLE68(F1918F1119D5)	0.573	-0.321	-0.734	5.371	24.902	4.700	-158.19	-32.66	-112.05	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.390	WT901BLE68(F1918F1119D5)	0.610	-0.334	-0.701	4.150	23.987	4.211	-156.70	-34.88	-113.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.451	WT901BLE68(F1918F1119D5)	0.640	-0.345	-0.668	4.333	25.879	4.761	-155.03	-37.19	-116.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.576	WT901BLE68(F1918F1119D5)	0.668	-0.356	-0.634	3.784	24.536	4.639	-153.19	-39.48	-118.52	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.668	WT901BLE68(F1918F1119D5)	0.694	-0.366	-0.601	3.479	22.888	4.639	-151.25	-41.58	-120.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.792	WT901BLE68(F1918F1119D5)	0.718	-0.377	-0.564	2.991	18.860	4.272	-149.16	-43.61	-123.60	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.873	WT901BLE68(F1918F1119D5)	0.741	-0.386	-0.533	2.808	24.048	4.517	-146.97	-45.49	-126.32	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:02.990	WT901BLE68(F1918F1119D5)	0.762	-0.399	-0.494	3.113	26.367	5.493	-144.37	-47.47	-129.52	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.051	WT901BLE68(F1918F1119D5)	0.781	-0.409	-0.452	2.808	23.682	5.676	-141.48	-49.38	-133.05	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.173	WT901BLE68(F1918F1119D5)	0.796	-0.420	-0.416	2.380	24.597	5.310	-138.58	-50.97	-136.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.268	WT901BLE68(F1918F1119D5)	0.810	-0.430	-0.380	2.380	22.583	5.859	-135.53	-52.40	-140.19	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.380	WT901BLE68(F1918F1119D5)	0.821	-0.441	-0.336	1.892	25.452	5.737	-131.81	-53.92	-144.62	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.473	WT901BLE68(F1918F1119D5)	0.833	-0.452	-0.296	1.709	23.682	5.737	-128.06	-55.12	-149.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.591	WT901BLE68(F1918F1119D5)	0.840	-0.461	-0.257	1.282	17.822	5.005	-124.14	-56.15	-153.68	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.680	WT901BLE68(F1918F1119D5)	0.847	-0.472	-0.220	1.282	20.020	5.859	-120.18	-56.93	-158.31	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.801	WT901BLE68(F1918F1119D5)	0.849	-0.482	-0.177	0.916	25.024	6.287	-115.60	-57.61	-163.68	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.869	WT901BLE68(F1918F1119D5)	0.853	-0.494	-0.137	0.671	25.635	6.348	-110.91	-58.05	-169.19	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:03.980	WT901BLE68(F1918F1119D5)	0.856	-0.503	-0.096	0.366	16.724	5.432	-106.56	-58.24	-174.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.070	WT901BLE68(F1918F1119D5)	0.854	-0.514	-0.058	0.183	18.677	6.287	-102.14	-58.21	-179.56	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.190	WT901BLE68(F1918F1119D5)	0.851	-0.524	-0.019	-0.061	20.325	5.920	-97.78	-57.96	175.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.280	WT901BLE68(F1918F1119D5)	0.845	-0.536	0.020	-0.305	16.479	5.737	-93.21	-57.49	169.75	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.400	WT901BLE68(F1918F1119D5)	0.835	-0.545	0.061	-0.610	19.409	5.798	-88.93	-56.85	164.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.469	WT901BLE68(F1918F1119D5)	0.826	-0.555	0.096	-0.977	21.484	6.775	-85.14	-56.01	159.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.580	WT901BLE68(F1918F1119D5)	0.815	-0.564	0.132	-0.977	15.686	5.249	-81.52	-55.00	155.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.670	WT901BLE68(F1918F1119D5)	0.800	-0.575	0.170	-1.709	25.879	7.141	-78.09	-53.81	150.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.790	WT901BLE68(F1918F1119D5)	0.787	-0.584	0.204	-1.404	18.188	5.066	-74.96	-52.55	146.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:04.880	WT901BLE68(F1918F1119D5)	0.771	-0.594	0.236	-2.014	20.264	6.104	-72.15	-51.13	142.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.000	WT901BLE68(F1918F1119D5)	0.756	-0.602	0.267	-2.075	19.348	5.554	-69.68	-49.67	139.28	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.090	WT901BLE68(F1918F1119D5)	0.735	-0.614	0.299	-2.625	21.667	6.104	-67.34	-48.07	135.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.210	WT901BLE68(F1918F1119D5)	0.714	-0.624	0.331	-2.747	23.254	5.676	-65.17	-46.37	132.45	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.270	WT901BLE68(F1918F1119D5)	0.690	-0.634	0.358	-2.930	19.775	5.554	-63.30	-44.60	129.35	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.390	WT901BLE68(F1918F1119D5)	0.668	-0.643	0.384	-3.296	22.888	5.554	-61.69	-42.85	126.50	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.480	WT901BLE68(F1918F1119D5)	0.642	-0.654	0.412	-4.578	25.513	6.836	-60.30	-41.05	123.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.600	WT901BLE68(F1918F1119D5)	0.613	-0.664	0.436	-5.066	28.687	6.897	-59.00	-39.20	121.22	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.690	WT901BLE68(F1918F1119D5)	0.587	-0.673	0.458	-5.005	28.015	6.165	-57.84	-37.27	118.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.810	WT901BLE68(F1918F1119D5)	0.562	-0.683	0.476	-5.493	23.743	6.226	-56.90	-35.42	116.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.870	WT901BLE68(F1918F1119D5)	0.534	-0.692	0.494	-5.615	25.269	5.920	-56.12	-33.54	114.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:05.990	WT901BLE68(F1918F1119D5)	0.509	-0.700	0.508	-5.981	24.780	5.798	-55.48	-31.74	111.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.080	WT901BLE68(F1918F1119D5)	0.478	-0.710	0.526	-5.310	25.146	4.700	-54.81	-29.73	109.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.231	WT901BLE68(F1918F1119D5)	0.448	-0.718	0.539	-6.836	25.879	5.493	-54.30	-27.77	107.39	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.290	WT901BLE68(F1918F1119D5)	0.418	-0.728	0.551	-6.104	22.034	4.517	-53.95	-25.90	105.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.410	WT901BLE68(F1918F1119D5)	0.390	-0.737	0.561	-6.897	26.733	4.639	-53.67	-24.03	103.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.501	WT901BLE68(F1918F1119D5)	0.363	-0.747	0.566	-6.897	28.625	4.272	-53.50	-22.27	101.38	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.620	WT901BLE68(F1918F1119D5)	0.330	-0.754	0.575	-7.324	23.926	4.028	-53.36	-20.27	99.17	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.680	WT901BLE68(F1918F1119D5)	0.301	-0.762	0.580	-6.714	25.085	3.296	-53.32	-18.44	97.14	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.801	WT901BLE68(F1918F1119D5)	0.271	-0.770	0.584	-7.202	23.804	3.235	-53.38	-16.66	95.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:06.890	WT901BLE68(F1918F1119D5)	0.241	-0.778	0.587	-6.897	23.682	2.686	-53.48	-14.89	93.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.010	WT901BLE68(F1918F1119D5)	0.202	-0.791	0.585	-8.606	32.043	2.869	-53.68	-12.97	90.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.100	WT901BLE68(F1918F1119D5)	0.171	-0.798	0.586	-8.606	29.785	2.441	-53.92	-11.19	88.78	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.220	WT901BLE68(F1918F1119D5)	0.144	-0.805	0.582	-8.789	33.020	2.136	-54.25	-9.57	86.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.280	WT901BLE68(F1918F1119D5)	0.118	-0.813	0.577	-8.972	29.968	1.770	-54.64	-8.02	84.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.401	WT901BLE68(F1918F1119D5)	0.091	-0.821	0.572	-9.277	37.292	1.404	-55.11	-6.30	82.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.522	WT901BLE68(F1918F1119D5)	0.063	-0.828	0.564	-9.521	34.180	1.038	-55.63	-4.74	80.44	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.610	WT901BLE68(F1918F1119D5)	0.036	-0.836	0.555	-8.606	28.320	0.549	-56.21	-3.24	78.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.700	WT901BLE68(F1918F1119D5)	0.014	-0.843	0.544	-9.094	29.968	0.183	-56.83	-1.83	76.20	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.821	WT901BLE68(F1918F1119D5)	-0.008	-0.851	0.533	-8.545	30.212	-0.122	-57.52	-0.46	74.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:07.912	WT901BLE68(F1918F1119D5)	-0.034	-0.857	0.524	-9.216	33.447	-0.549	-58.24	0.93	71.75	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.031	WT901BLE68(F1918F1119D5)	-0.051	-0.863	0.509	-8.728	33.081	-0.854	-59.01	2.19	69.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.090	WT901BLE68(F1918F1119D5)	-0.070	-0.871	0.495	-8.911	27.893	-1.343	-59.87	3.39	67.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.210	WT901BLE68(F1918F1119D5)	-0.088	-0.876	0.479	-8.179	30.090	-1.587	-60.73	4.51	65.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.300	WT901BLE68(F1918F1119D5)	-0.104	-0.882	0.465	-7.568	26.611	-1.770	-61.58	5.52	62.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.421	WT901BLE68(F1918F1119D5)	-0.123	-0.889	0.447	-7.813	30.762	-2.136	-62.61	6.69	60.14	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.510	WT901BLE68(F1918F1119D5)	-0.142	-0.896	0.427	-8.240	30.701	-2.808	-63.62	7.64	57.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.631	WT901BLE68(F1918F1119D5)	-0.155	-0.902	0.411	-7.935	26.062	-3.113	-64.58	8.46	55.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.690	WT901BLE68(F1918F1119D5)	-0.165	-0.907	0.392	-7.385	29.663	-3.235	-65.60	9.24	52.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.810	WT901BLE68(F1918F1119D5)	-0.177	-0.912	0.374	-7.019	32.776	-3.418	-66.69	9.99	50.41	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:08.932	WT901BLE68(F1918F1119D5)	-0.187	-0.918	0.353	-7.263	28.870	-4.089	-67.84	10.70	47.68	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:46:09.021	WT901BLE68(F1918F1119D5)	-0.194	-0.924	0.335	-6.714	27.405	-4.089	-68.91	11.24	45.22	null	null	null	null	null	null	null	null	null	null	13115	100
